,CITY,REFERENCE TAX INCOME,UNEMPLOYMENT RATE,RSA BENEFICIARIES,Average net monthly salaries,Percentage of employees on permanent contracts,Number of companies,Average wealth tax per household n/a,CAF beneficiaries,Population
4710,Meyrargues,29639.0,12.18%,1.88%,2763.86,86.61%,369.0,nc,18.04%,3843.0
4711,Mont-Dore,23745.0,6.56%,2.02%,nc,70.57%,271.0,nc,16.49%,1274.0
4712,Pont-Péan,30131.0,9.68%,1.57%,2505.83,87.10%,194.0,nc,19.75%,4389.0
4713,Pulnoy,29855.0,11.08%,1.96%,2571.31,89.48%,283.0,nc,18.76%,5135.0
4714,Armissan,29859.0,11.65%,2.35%,nc,85.43%,97.0,nc,15.73%,1495.0
4715,Ascoux,25656.0,11.55%,2.15%,nc,85.98%,78.0,nc,16.53%,1075.0
4716,Assérac,25794.0,9.55%,1.44%,nc,84.33%,144.0,nc,15.16%,1875.0
4717,Coussac-Bonneval,21148.0,11.21%,1.40%,nc,86.42%,105.0,nc,11.50%,1302.0
4718,LaChapelle-Thouarault,28324.0,9.03%,1.55%,2301.29,87.50%,71.0,nc,17.10%,2244.0
4719,Mas-Grenier,23394.0,11.20%,1.21%,nc,86.55%,79.0,nc,16.09%,1344.0
4720,Neufchâtel-en-Saosnois,22669.0,13.63%,1.15%,nc,84.68%,43.0,nc,14%,1042.0
4721,Pontault-Combault,29282.0,9.72%,1.75%,2731.42,88.03%,2963.0,nc,18.28%,37579.0
4722,Rives-d'Autise,25150.0,8.42%,0.77%,2198.84,85.77%,107.0,nc,16.78%,2082.0
4723,Viviers-lès-Montagnes,27255.0,9.10%,2.62%,nc,88.10%,99.0,nc,16.18%,1976.0
4724,Cassel,30403.0,11.09%,1.93%,2618.94,83.66%,178.0,nc,17.69%,2249.0
4725,Dieue-sur-Meuse,25181.0,8.62%,1.79%,nc,86.10%,75.0,nc,18.08%,1441.0
4726,Oletta,23496.0,13.82%,1.33%,nc,88.19%,193.0,nc,11.94%,1795.0
4727,Saint-Égrève,31302.0,9.23%,1.82%,2820.71,85.64%,1193.0,nc,20.25%,16015.0
4728,Saint-Genest-Lerpt,31628.0,10.36%,1.33%,2476.20,86%,408.0,nc,18.53%,6185.0
4729,Saint-Just-la-Pendue,21162.0,7.92%,1.03%,nc,86.04%,78.0,nc,16.83%,1661.0
4730,Schweighouse-sur-Moder,28711.0,10.26%,1.96%,2448.06,88.85%,389.0,nc,15.96%,4983.0
4731,Villeneuve-la-Comptal,26182.0,10.33%,2.01%,nc,85.56%,68.0,nc,14.67%,1380.0
4732,Wasquehal,35318.0,11.12%,2.15%,3019.72,87.72%,1774.0,8025,20.25%,20980.0
4733,Ambillou,24522.0,9.03%,1.60%,nc,89.15%,111.0,nc,20.56%,1753.0
4734,Béning-lès-Saint-Avold,25248.0,12.41%,2.46%,nc,87.99%,43.0,nc,14.70%,1145.0
4735,BourgssurColagne,22923.0,5.75%,0.96%,2175.53,87.76%,103.0,nc,18.14%,2091.0
4736,Égriselles-le-Bocage,24100.0,11.37%,1.75%,nc,88.53%,83.0,nc,15.69%,1372.0
4737,Guignes,27048.0,8.62%,1.70%,2434.86,89.58%,262.0,nc,19.89%,4344.0
4738,Hambye,21950.0,8.86%,1.86%,nc,84.13%,76.0,nc,14.86%,1082.0
4739,Landudec,23951.0,9.18%,1.34%,nc,86.09%,80.0,nc,17.32%,1490.0
4740,Lussas,25444.0,13.36%,1.13%,nc,82.99%,93.0,nc,16.20%,1154.0
4741,Mézeray,24101.0,8.70%,1.03%,nc,85.56%,64.0,nc,16.85%,1853.0
4742,Saint-Caradec,23325.0,9.43%,1.33%,nc,78.24%,51.0,nc,14.32%,1119.0
4743,Saint-Denis-sur-Sarthon,23777.0,9.01%,1.91%,nc,86.25%,50.0,nc,17.62%,1125.0
4744,Saint-Maurice-de-Lignon,25661.0,7.92%,0.95%,2297.95,85.63%,145.0,nc,18.05%,2623.0
4745,Saint-Paulet-de-Caisson,27913.0,11.17%,2.48%,nc,88.16%,130.0,nc,15.45%,1840.0
4746,Savigny-en-Sancerre,23461.0,11.29%,1.89%,nc,85.67%,67.0,nc,13.24%,1112.0
4747,Camoël,25375.0,17.23%,0.89%,nc,80.50%,50.0,nc,13.90%,1089.0
4748,Crouy-sur-Ourcq,26140.0,11.35%,1.49%,nc,88.33%,125.0,nc,16.92%,1820.0
4749,Écully,47492.0,13.01%,1.72%,3574.84,84.56%,2055.0,nc,24.69%,18789.0
4750,Frossay,24216.0,8.80%,0.95%,2354.61,88.16%,164.0,nc,17.27%,3228.0
4751,Méjannes-lès-Alès,26586.0,11.56%,2.13%,nc,84.81%,143.0,nc,15.76%,1195.0
4752,Monticello,29268.0,12.77%,1.92%,2222.89,88.78%,211.0,nc,13.60%,2000.0
4753,Saint-Tropez,42962.0,14.26%,2.40%,2716.64,78.80%,1726.0,nc,14.39%,3600.0
4754,Althen-des-Paluds,27994.0,10.58%,1.64%,2536.90,87.29%,270.0,nc,19.02%,2824.0
4755,Andeville,26337.0,11.66%,1.24%,2432.04,89.09%,152.0,nc,16.24%,3332.0
4756,Boves,29156.0,9.04%,2.30%,2581.23,86.23%,351.0,nc,18.42%,3335.0
4757,Chanu,22334.0,10.11%,1.36%,nc,87.72%,47.0,nc,16.68%,1259.0
4758,Folligny,22439.0,10.23%,1.27%,nc,85.57%,33.0,nc,16.73%,1094.0
4759,Forges,23501.0,11.81%,1.43%,nc,87.02%,82.0,nc,15.06%,1321.0
4760,LeMonastier-sur-Gazeille,20668.0,6.65%,0.96%,nc,85.28%,133.0,nc,18.96%,1754.0
4761,Ménilles,30629.0,12.92%,1.67%,nc,85.94%,107.0,nc,16.46%,1738.0
4762,Plomeur,26825.0,9.39%,0.93%,2206.82,86.97%,248.0,nc,13.81%,3855.0
4763,Béligneux,26502.0,8.57%,0.93%,2602.88,79.69%,225.0,nc,19.51%,3414.0
4764,Caux-et-Sauzens,24430.0,10.02%,2%,nc,84.35%,38.0,nc,15.68%,1005.0
4765,Fitz-James,27144.0,11.57%,1.47%,2460.93,87.08%,156.0,nc,15.52%,2578.0
4766,Lauris,26865.0,11.24%,1.49%,2596.78,86.70%,397.0,nc,15.58%,3890.0
4767,Loupiac,24972.0,12.47%,1.28%,nc,82.66%,52.0,nc,14.86%,1106.0
4768,May-sur-Orne,27442.0,10.92%,1.54%,2315.24,88.99%,99.0,nc,16.61%,2016.0
4769,Meillac,23644.0,9.54%,0.82%,nc,84.59%,79.0,nc,15.35%,1936.0
4770,Rognonas,29617.0,11.42%,1.56%,2471.46,87.52%,361.0,nc,16.57%,4036.0
4771,Brumath,29271.0,9.15%,1.53%,2511.28,87.23%,776.0,nc,17.29%,10061.0
4772,Coligny,24396.0,9.02%,1.55%,nc,82.64%,90.0,nc,16.79%,1161.0
4773,Menetou-Salon,26946.0,9.42%,1.92%,nc,84.27%,115.0,nc,15.43%,1614.0
4774,Nordausques,25891.0,10.36%,1.75%,nc,86.77%,68.0,nc,17.28%,1336.0
4775,Saint-Marcel-lès-Valence,28889.0,10.94%,1.07%,2488.76,86.73%,593.0,nc,17.34%,6320.0
4776,Saint-Montan,27447.0,13.49%,1.03%,nc,84.72%,147.0,nc,14.98%,1926.0
4777,Terre-et-Marais,21640.0,9.23%,1%,nc,82.53%,50.0,nc,14.34%,1321.0
4778,Vermand,27897.0,12.65%,1.82%,nc,84.26%,47.0,nc,16.44%,1101.0
4779,Bonneuil-Matours,28225.0,9.56%,1.91%,2371.89,87.20%,125.0,nc,17%,2091.0
4780,Callian,30501.0,13.53%,2.41%,2745.46,87.72%,567.0,nc,17.03%,3498.0
4781,Champigny,25883.0,10.71%,2.06%,2409.44,90.75%,127.0,nc,16.73%,2105.0
4782,Hautefage-la-Tour,26378.0,12.43%,1.47%,nc,83.86%,56.0,nc,17.51%,1016.0
4783,LaChapelle-Hermier,22690.0,10.43%,0.98%,nc,82.09%,44.0,nc,17.51%,961.0
4784,LeHaillan,30252.0,10.49%,1.96%,2944.14,87.62%,1057.0,nc,20.11%,11567.0
4785,Locquirec,32538.0,13.95%,2.42%,nc,83.08%,111.0,nc,11.39%,1521.0
4786,Rivesdel'Yon,28241.0,6.96%,0.78%,2171.42,84.72%,223.0,nc,16.61%,4238.0
4787,Saint-Vincent-sur-Oust,24672.0,9.87%,1.30%,nc,85.97%,87.0,nc,16.27%,1584.0
4788,Verrières-en-Anjou,30129.0,10.12%,1.02%,2378.95,87.57%,583.0,nc,18.59%,7534.0
4789,Bellengreville,25012.0,10.07%,1.65%,nc,88.46%,61.0,nc,17.97%,1470.0
4790,Brie,27208.0,7.34%,0.72%,2314.62,72.51%,153.0,nc,14.76%,4222.0
4791,Kaltenhouse,28377.0,6.64%,4.80%,2475.50,85.99%,116.0,nc,16.55%,2463.0
4792,Taverny,30774.0,10.93%,2.11%,2854.67,88.24%,2054.0,nc,17.62%,26607.0
4793,BeaumontSaint-Cyr,26518.0,8.16%,1.05%,2267.77,86.65%,153.0,nc,16.76%,2954.0
4794,Corbelin,28756.0,11.23%,1.51%,2491.62,84.98%,162.0,nc,16.17%,2281.0
4795,Saint-Mars-d'Outillé,25689.0,8.42%,0.57%,2244.09,85.09%,104.0,nc,17.72%,2450.0
4796,Saint-Philbert-de-Bouaine,24671.0,5.82%,0.58%,2197.51,85.93%,160.0,nc,17.66%,3565.0
4797,Sornay,24476.0,9.49%,1.22%,nc,85.10%,86.0,nc,13.92%,1990.0
4798,Thorigny-sur-Marne,30235.0,10.19%,2.20%,2766.34,88.88%,673.0,nc,19.04%,10427.0
4799,Vendœuvres,20900.0,9.86%,1.48%,nc,87.53%,58.0,nc,16.85%,1066.0
4800,Benon,23124.0,10.14%,1.13%,nc,89.75%,79.0,nc,19.29%,1715.0
4801,Bérat,26643.0,11.15%,1.24%,2430.95,88.90%,209.0,nc,17.75%,3063.0
4802,Corme-Royal,26313.0,11.29%,1.34%,nc,86.81%,119.0,nc,15.58%,1908.0
4803,Saint-Arnoult,28573.0,10.49%,1.38%,nc,84.59%,33.0,nc,18.31%,1455.0
4804,Saint-Brice-Courcelles,28848.0,9.31%,1.45%,2408.23,85.92%,338.0,nc,17.04%,3392.0
4805,Saint-Molf,27472.0,9.40%,1.05%,2296.06,85.29%,195.0,nc,15.34%,2805.0
4806,Vertheuil,23903.0,10.50%,1.84%,nc,86.53%,72.0,nc,13.63%,1308.0
4807,Cossé-le-Vivien,25030.0,5.77%,0.71%,2160.78,84.88%,170.0,nc,15.56%,3229.0
4808,Écuisses,25110.0,11.22%,0.75%,nc,84.43%,80.0,nc,17.09%,1595.0
4809,LaChaize-le-Vicomte,26463.0,6.49%,0.70%,2216.52,85.13%,235.0,nc,18.60%,3838.0
4810,LaGuérinière,28034.0,14.58%,1.28%,nc,80.58%,184.0,nc,14.35%,1331.0
4811,LaTrinité-Surzur,25271.0,10.29%,0.70%,nc,84.69%,97.0,nc,19.58%,1738.0
4812,Locunolé,24470.0,10.99%,1.54%,nc,86.28%,54.0,nc,16.08%,1167.0
4813,Mercuès,26145.0,13.40%,1.50%,nc,86.46%,84.0,nc,17.43%,1135.0
4814,Montjoie-en-Couserans,23837.0,10.15%,3.39%,nc,88.31%,78.0,nc,16.57%,1010.0
4815,Montlouis-sur-Loire,28728.0,8.36%,2.24%,2612.66,89.12%,699.0,nc,18.79%,10895.0
4816,Royat,37017.0,13.02%,3.70%,3214.55,87.99%,346.0,nc,25.73%,4395.0
4817,Sablonceaux,23732.0,9.86%,1.64%,nc,87.25%,119.0,nc,16.52%,1396.0
4818,Soumoulou,27009.0,8.89%,2.84%,nc,87.86%,175.0,nc,19.19%,1584.0
4819,Villegouge,27987.0,11.41%,2.58%,nc,87.29%,90.0,nc,16.55%,1287.0
4820,Celles-sur-Durolle,23224.0,11.14%,1.16%,nc,87.09%,94.0,nc,14.30%,1646.0
4821,LesGonds,28150.0,11.60%,1.17%,nc,79.38%,124.0,nc,13.14%,1793.0
4822,Seignelay,25067.0,10.52%,1.87%,nc,89.91%,77.0,nc,17.88%,1457.0
4823,Angresse,29447.0,12.58%,1.36%,2445.54,86.03%,295.0,nc,17.85%,2193.0
4824,Arpajon-sur-Cère,26902.0,5.93%,1.28%,2199.18,89.09%,310.0,nc,16.79%,6313.0
4825,Boulieu-lès-Annonay,27412.0,10.55%,0.83%,2336.76,85.12%,116.0,nc,16.61%,2332.0
4826,LaBégude-de-Mazenc,26528.0,11.90%,1.12%,nc,85.19%,203.0,nc,17.02%,1656.0
4827,LesEpesses,25912.0,7.23%,0.37%,2138.17,85.78%,187.0,nc,18.10%,2941.0
4828,Longperrier,27742.0,14.24%,2.10%,2523.78,91.39%,124.0,nc,16.19%,2303.0
4829,Matour,23010.0,9.31%,1.04%,nc,79.47%,81.0,nc,16.06%,1156.0
4830,Mondonville,31549.0,9.93%,1.78%,2691.39,87.03%,290.0,nc,23.80%,5483.0
4831,Pierrefeu-du-Var,27541.0,8.86%,1.38%,2429.74,88.09%,451.0,nc,17.01%,6083.0
4832,Pornichet,35954.0,11.42%,1.76%,2965.78,83.83%,1216.0,nc,17.71%,11828.0
4833,Rocbaron,29129.0,11.11%,1.38%,2380.24,88.68%,493.0,nc,15.42%,5323.0
4834,Saint-Cyr-sur-Mer,33301.0,13.51%,2.31%,2949.43,88.76%,1691.0,nc,17.48%,12058.0
4835,Saint-Féliu-d'Amont,24990.0,10.37%,1.22%,nc,83.91%,53.0,nc,17.14%,1205.0
4836,Créhen,22474.0,8.76%,1.09%,nc,85.44%,91.0,nc,15.60%,1643.0
4837,Saint-Julien-de-Coppel,25375.0,10.35%,1.83%,nc,86.37%,70.0,nc,15.59%,1309.0
4838,Sainte-Flaive-des-Loups,26393.0,7.75%,0.83%,2177.55,86.15%,113.0,nc,16.53%,2490.0
4839,Vouillé,26257.0,7.29%,1.33%,2308.29,88.33%,244.0,nc,18.52%,3677.0
4840,Bellevigne-en-Layon,26119.0,7.93%,0.70%,2287.88,84.49%,331.0,nc,14.61%,5780.0
4841,Donzac,23575.0,13.13%,1.26%,nc,84.64%,46.0,nc,14.49%,1032.0
4842,Hauterives,25380.0,9.60%,1.06%,nc,84.66%,163.0,nc,17.01%,1876.0
4843,LeTeilleul,20450.0,8.15%,1.07%,nc,83.52%,112.0,nc,10.85%,1663.0
4844,Leers,28745.0,10.48%,1.49%,2519.84,88.75%,491.0,nc,16.10%,9548.0
4845,LesSeptvallons,24504.0,13.35%,1.32%,nc,87.59%,64.0,nc,16.21%,1196.0
4846,Plogoff,22055.0,12.75%,0.92%,nc,84.02%,73.0,nc,8.33%,1230.0
4847,Saint-Pierre-lès-Nemours,28109.0,12.60%,1.98%,2598.91,90.49%,336.0,nc,15.10%,5408.0
4848,Sainte-Anastasie,26063.0,10.87%,2.12%,nc,89.33%,124.0,nc,15.90%,1740.0
4849,Sainte-Marguerite,30229.0,12.99%,1.37%,2256.71,87.58%,263.0,nc,14.75%,2286.0
4850,Beaufort-Orbagna,23164.0,8.68%,0.97%,nc,84.62%,76.0,nc,17.94%,1422.0
4851,LaFrancheville,27729.0,12.13%,1.81%,nc,87.81%,86.0,nc,15.57%,1664.0
4852,Lanrodec,24508.0,16.03%,1.02%,nc,88.10%,51.0,nc,15.13%,1364.0
4853,LeSourn,26741.0,8.71%,1.22%,2185.95,87.17%,94.0,nc,14.75%,2124.0
4854,Orvault,35531.0,10.19%,2.13%,3027.65,87.41%,1954.0,7588,19.76%,27438.0
4855,Saint-Armel,27460.0,8.43%,1.54%,2387.52,87.08%,110.0,nc,19.99%,2219.0
4856,Saint-Gervais-sur-Roubion,25991.0,11.23%,1.57%,nc,84.25%,96.0,nc,17.25%,1083.0
4857,Saint-Mammès,27268.0,11.56%,1.88%,2648.72,89.03%,191.0,nc,16.75%,3404.0
4858,Brusvily,23110.0,6.89%,1.38%,nc,81.64%,49.0,nc,18.13%,1166.0
4859,Bulgnéville,25996.0,10.73%,1.44%,nc,85.69%,108.0,nc,15.72%,1537.0
4860,Fontenay-Trésigny,28388.0,10.06%,1.65%,2543.75,89.96%,507.0,nc,19.32%,5756.0
4861,LaChapelle-Fleurigné,26231.0,6.74%,nc,2086.13,84.48%,86.0,nc,13.67%,1483.0
4862,LaPlanche,25221.0,6.81%,0.61%,2175.20,85.60%,155.0,nc,17.47%,2780.0
4863,LeBernard,25105.0,15%,0.77%,nc,82.06%,75.0,nc,14%,1266.0
4864,Mazé-Milon,26902.0,8.85%,0.98%,2319.99,87.87%,283.0,nc,16.20%,5860.0
4865,Saint-Orens-de-Gameville,32502.0,9.98%,1.87%,2815.64,86.73%,1067.0,nc,20.49%,13163.0
4866,Saint-Pardoux-le-Lac,22506.0,8.86%,2%,nc,87.53%,81.0,nc,15%,1330.0
4867,Vendargues,28861.0,10.70%,1.86%,2673.77,90.27%,936.0,nc,20.88%,6771.0
4868,Balagny-sur-Thérain,25031.0,8.93%,1.64%,nc,88.53%,69.0,nc,18.31%,1671.0
4869,Cieux,22857.0,11.21%,2.10%,nc,88.78%,54.0,nc,16.18%,1002.0
4870,Hénon,26424.0,8.70%,0.78%,2217.77,83.98%,93.0,nc,14.40%,2298.0
4871,LaTrinité-sur-Mer,49190.0,18.22%,1.98%,nc,76.29%,301.0,nc,11.31%,1698.0
4872,Martin-Église,28057.0,12.62%,1.56%,nc,86.74%,140.0,nc,16.25%,1605.0
4873,Méziré,30014.0,15.41%,1.48%,nc,84.58%,56.0,nc,15.22%,1294.0
4874,Mouroux,28440.0,11.39%,1.35%,2565.26,88.35%,382.0,nc,16.70%,5972.0
4875,Ramatuelle,57002.0,14.63%,2.50%,nc,81.36%,550.0,nc,12.84%,2037.0
4876,Renescure,26443.0,8.78%,0.89%,2157.64,88.22%,94.0,nc,16.78%,2140.0
4877,Saffré,25118.0,7.33%,0.92%,2334.28,87.39%,185.0,nc,18.19%,3989.0
4878,Saint-Sulpice-les-Feuilles,21117.0,10.84%,1.16%,nc,85.85%,94.0,nc,14.45%,1206.0
4879,Cadaujac,26743.0,9.31%,1.30%,2463.08,88.91%,589.0,nc,17.22%,6623.0
4880,Pontgouin,25336.0,9.04%,1.74%,nc,83.30%,59.0,nc,17.44%,1095.0
4881,Saint-Épain,23130.0,11.63%,0.86%,nc,85.24%,73.0,nc,13.67%,1543.0
4882,Saint-Laurent-du-Pape,25843.0,9.64%,1.37%,nc,85.32%,93.0,nc,16.43%,1600.0
4883,Foucherans,25929.0,9.81%,1.01%,2263.87,86.81%,169.0,nc,15.14%,2272.0
4884,Génissac,28513.0,9.22%,1.99%,2390.54,85.96%,155.0,nc,16.54%,1992.0
4885,Houdan,27257.0,10.38%,1.87%,2622.02,89.26%,592.0,nc,19.30%,3690.0
4886,Pornic,34315.0,12%,1.61%,2684.34,84.65%,1749.0,nc,14.63%,16886.0
4887,Usson-en-Forez,20502.0,7.99%,1.09%,nc,83.21%,116.0,nc,14.11%,1490.0
4888,Vignoux-sur-Barangeon,25960.0,9.89%,1.53%,2358.79,87.47%,115.0,nc,14.89%,2138.0
4889,Gevrey-Chambertin,33687.0,9.88%,1.31%,2301.50,87.16%,271.0,nc,21.25%,3115.0
4890,LaBoissière-de-Montaigu,26101.0,8.62%,0.53%,2150.63,85.74%,132.0,nc,16.28%,2276.0
4891,Lanhouarneau,23552.0,9.23%,1%,nc,81.28%,53.0,nc,15.33%,1317.0
4892,Losne,23471.0,11.02%,0.90%,nc,87.06%,71.0,nc,15.78%,1635.0
4893,Lugon-et-l'Île-du-Carnay,24536.0,8.97%,1.52%,nc,85.55%,87.0,nc,16.81%,1369.0
4894,Palinges,23472.0,10.60%,1.25%,nc,87.32%,61.0,nc,15.12%,1471.0
4895,Saint-Priest-Taurion,25839.0,8.37%,1.35%,2245.71,88.69%,124.0,nc,14.57%,2895.0
4896,Saugues,19794.0,7.93%,0.59%,nc,79.43%,155.0,nc,14.52%,1694.0
4897,Wervicq-Sud,29977.0,12.42%,1.47%,2689.53,88.34%,283.0,nc,18.65%,5322.0
4898,Grainville-la-Teinturière,22203.0,14.05%,1.03%,nc,88.25%,46.0,nc,16.60%,1076.0
4899,Saint-Justin,21452.0,12.29%,1.09%,nc,84.44%,56.0,nc,13.58%,1008.0
4900,Saint-Palais-sur-Mer,36102.0,13.84%,1.71%,2499.25,83.09%,419.0,nc,10.82%,3920.0
4901,Soubise,26461.0,7.17%,0.88%,2317.27,43.62%,122.0,nc,10.24%,3347.0
4902,Theillay,24653.0,13.86%,1.20%,nc,86.95%,72.0,nc,15.40%,1244.0
4903,Villars-les-Dombes,25854.0,8.45%,0.97%,2448.35,87.19%,370.0,nc,18.71%,4946.0
4904,Edern,24719.0,8.30%,0.86%,2200.68,88.32%,111.0,nc,16.87%,2235.0
4905,Roquebrune-Cap-Martin,32253.0,10.57%,1.52%,2409.05,86%,1462.0,nc,12.17%,12966.0
4906,Saint-Mard,23410.0,12.37%,1.47%,nc,88.36%,85.0,nc,15.73%,1210.0
4907,Teillé,23006.0,6.94%,0.94%,nc,83.22%,87.0,nc,17.05%,1808.0
4908,Vaiges,21581.0,8.75%,1.11%,nc,83.37%,77.0,nc,15.87%,1165.0
4909,Ardentes,26437.0,9.27%,0.98%,2275.16,88.39%,180.0,nc,15.54%,3825.0
4910,Biard,27049.0,6.63%,1.49%,nc,82.53%,259.0,nc,23.09%,1860.0
4911,Coufouleux,27713.0,10.19%,1.60%,2583.56,84.90%,273.0,nc,15.56%,2971.0
4912,Davézieux,28042.0,11.46%,0.98%,2404.14,85.14%,392.0,nc,15.39%,3144.0
4913,Deuil-la-Barre,31962.0,9.47%,2.21%,2904.94,87.73%,2085.0,nc,20.23%,22050.0
4914,Guyancourt,32038.0,10.58%,2.19%,3132.74,88.63%,1899.0,nc,21.07%,29269.0
4915,LeVigan,24540.0,11.85%,1.36%,nc,86.98%,128.0,nc,13.91%,1546.0
4916,LesArtigues-de-Lussac,25710.0,11.82%,1.53%,nc,82.76%,83.0,nc,14.36%,1111.0
4917,Mellac,26807.0,8.66%,0.78%,2299.16,85.76%,208.0,nc,16.85%,3303.0
4918,Pavie,28315.0,10.60%,1.16%,2248.43,87.05%,183.0,nc,14.22%,2513.0
4919,Saint-Jean-la-Poterie,25875.0,10.30%,1.45%,nc,86.90%,74.0,nc,17.17%,1454.0
4920,Saint-Martin-sur-Oust,21378.0,8.35%,1.62%,nc,85.55%,61.0,nc,13.10%,1299.0
4921,Sanilhac,29072.0,8.07%,1.52%,2301.28,88.25%,344.0,nc,16.86%,4665.0
4922,Croix-Chapeau,26901.0,11.84%,1.57%,nc,87.01%,90.0,nc,18.03%,1298.0
4923,Follainville-Dennemont,27925.0,11.33%,1.56%,2755.31,84.67%,131.0,nc,17.53%,2167.0
4924,Fontainebleau,37990.0,10.87%,2.47%,3671.73,85.45%,2153.0,nc,19.02%,15903.0
4925,Lit-et-Mixe,25286.0,10.65%,1.07%,nc,85.07%,171.0,nc,16.27%,1682.0
4926,Réding,27406.0,9.72%,1.50%,2341.17,86.36%,150.0,nc,14.35%,2349.0
4927,Uzel,23250.0,11.76%,2.26%,nc,90.46%,49.0,nc,15.81%,1080.0
4928,Avrillé,24652.0,10.14%,1.27%,nc,84.74%,106.0,nc,15.27%,1424.0
4929,Eaunes,29113.0,9.60%,1.49%,2622.04,87.39%,444.0,nc,18.68%,6448.0
4930,Gassin,37743.0,13.98%,2.34%,2629.31,82.24%,652.0,nc,14.69%,2642.0
4931,Lacroix-Saint-Ouen,30686.0,10.49%,1.95%,2812.29,87.07%,379.0,nc,19.39%,4943.0
4932,Traînel,22879.0,16%,1.17%,nc,88.51%,52.0,nc,16.11%,1036.0
4933,Capinghem,30503.0,9.18%,1.74%,2611.47,84.64%,165.0,nc,25.83%,2506.0
4934,Chevilly,27365.0,9.05%,1.59%,2403.27,87.63%,135.0,nc,16.64%,2634.0
4935,Essouvert,24956.0,10.26%,2.11%,nc,84.27%,69.0,nc,14.35%,1059.0
4936,Meusnes,23513.0,10.55%,1.41%,nc,82.37%,63.0,nc,12.48%,1093.0
4937,Montreuil-sur-Ille,24887.0,8.02%,0.87%,2342.83,86.34%,106.0,nc,18.20%,2419.0
4938,Peille,26373.0,9.94%,1.53%,2349.93,87.76%,197.0,nc,15.04%,2369.0
4939,Saint-Denis-la-Chevasse,25446.0,8.19%,0.54%,2245.42,84.43%,118.0,nc,16.60%,2392.0
4940,Saint-Julien,27238.0,8.38%,1.06%,2212.29,86.79%,81.0,nc,16.75%,2046.0
4941,Châteauneuf-d'Ille-et-Vilaine,21657.0,7.21%,0.89%,nc,87.10%,100.0,nc,24.39%,1704.0
4942,Châtenay-Malabry,35757.0,11.61%,2.01%,3404.50,87.61%,2287.0,8249,18.65%,34383.0
4943,LaFerrière,27731.0,7.27%,0.87%,2282.32,86.38%,260.0,nc,17.51%,5363.0
4944,Labège,31830.0,10.79%,1.37%,3015.47,82.75%,1217.0,nc,34.35%,4122.0
4945,LeCendre,27012.0,9.98%,1.20%,2456.93,89.86%,256.0,nc,17.80%,5525.0
4946,Préfailles,33261.0,17.55%,1.72%,nc,79.07%,142.0,nc,13.90%,1226.0
4947,Saleux,29966.0,10.92%,1.26%,2493.25,86.36%,130.0,nc,18.64%,2787.0
4948,Vic-le-Comte,28383.0,8.09%,1.55%,2450.71,87.72%,343.0,nc,18.22%,5188.0
4949,Bouchet,26479.0,11.52%,1.51%,nc,86.92%,92.0,nc,15.63%,1501.0
4950,Clères,27909.0,9.49%,2.03%,nc,86.15%,84.0,nc,18.19%,1376.0
4951,LeBailleul,23444.0,9.48%,0.82%,nc,80.90%,43.0,nc,16.23%,1214.0
4952,Maintenon,29641.0,11.14%,2.24%,2847.16,88.25%,305.0,nc,17.40%,4494.0
4953,Montois-la-Montagne,26940.0,10.88%,1.14%,2309.26,88.83%,94.0,nc,14.25%,2730.0
4954,Nesmy,29677.0,8.71%,0.76%,2251.03,84.48%,155.0,nc,17.76%,2961.0
4955,Groslay,32771.0,9.57%,3.09%,3088.91,86.61%,833.0,nc,18.27%,8474.0
4956,Lampaul-Plouarzel,27742.0,11.29%,1.21%,2401.72,84.80%,86.0,nc,13.52%,2148.0
4957,Sainte-Gemme-la-Plaine,25780.0,8.11%,0.48%,2132.57,84.55%,125.0,nc,15.66%,2077.0
4958,Willer-sur-Thur,25642.0,9.82%,1.36%,nc,86.55%,83.0,nc,15.52%,1777.0
4959,Antonne-et-Trigonant,23821.0,11.62%,1.51%,nc,89.07%,72.0,nc,16.15%,1293.0
4960,Asnières-sur-Seine,37861.0,11.06%,2.50%,3842.46,87.71%,9829.0,9035,19.52%,88004.0
4961,Champagnac,18712.0,11%,1.27%,nc,87.95%,43.0,nc,14.42%,1040.0
4962,Corbarieu,28113.0,9.32%,1.94%,nc,86.53%,99.0,nc,17.04%,1697.0
4963,Fayl-Billot,22576.0,12.35%,1.17%,nc,87.53%,103.0,nc,14.95%,1285.0
4964,Foulayronnes,32145.0,10.15%,1.59%,2483.76,86.94%,287.0,nc,16.48%,5479.0
4965,Frouzins,30167.0,9.50%,1.84%,2784.02,87.89%,561.0,nc,19.37%,9382.0
4966,Pabu,25386.0,9.47%,0.98%,2302.87,88.14%,112.0,nc,15.21%,2753.0
4967,Plouzévédé,25869.0,10.59%,0.99%,nc,82.97%,111.0,nc,14.27%,1775.0
4968,Roquevaire,33437.0,10.20%,2.40%,2827.08,87.59%,977.0,nc,18.79%,8569.0
4969,Saint-Alban,27574.0,12%,0.82%,2248.90,85.24%,205.0,nc,12.39%,2241.0
4970,Saint-Aubin-du-Cormier,27179.0,6.41%,0.68%,2395.16,71.29%,315.0,nc,18.47%,4052.0
4971,Sanguinet,30365.0,12.37%,1.03%,2479.68,85.53%,398.0,nc,15.52%,4487.0
4972,Villaines-les-Rochers,22717.0,9.98%,1.45%,nc,86.38%,38.0,nc,16.67%,1039.0
